"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"11545","30","laying","time",NA,"body","accelerometer","NA","magnitude","mean",70,-0.969829984285714
"11546","30","laying","time",NA,"body","accelerometer","NA","magnitude","std",70,-0.960167907285714
"11547","30","laying","time",NA,"body","accelerometer","jerk","magnitude","mean",70,-0.97923282
"11548","30","laying","time",NA,"body","accelerometer","jerk","magnitude","std",70,-0.969642290285714
"11549","30","laying","time",NA,"gravity","accelerometer","NA","magnitude","mean",70,-0.969829984285714
"11550","30","laying","time",NA,"gravity","accelerometer","NA","magnitude","std",70,-0.960167907285714
"11551","30","sitting","frequency","X","NA","gyroscope","NA","NA","mean",62,-0.987034626451613
"11552","30","sitting","frequency","X","NA","gyroscope","NA","NA","std",62,-0.988484803225806
"11553","30","sitting","frequency","X","body","accelerometer","NA","NA","mean",62,-0.985008785
"11554","30","sitting","frequency","X","body","accelerometer","NA","NA","std",62,-0.983231005483871
"11555","30","sitting","frequency","X","body","accelerometer","jerk","NA","mean",62,-0.988775436451613
"11556","30","sitting","frequency","X","body","accelerometer","jerk","NA","std",62,-0.990017564516129
"11557","30","sitting","frequency","Y","NA","gyroscope","NA","NA","mean",62,-0.982005883387097
"11558","30","sitting","frequency","Y","NA","gyroscope","NA","NA","std",62,-0.973804950806452
"11559","30","sitting","frequency","Y","body","accelerometer","NA","NA","mean",62,-0.954076042258065
"11560","30","sitting","frequency","Y","body","accelerometer","NA","NA","std",62,-0.933992577903226
"11561","30","sitting","frequency","Y","body","accelerometer","jerk","NA","mean",62,-0.980405717258064
"11562","30","sitting","frequency","Y","body","accelerometer","jerk","NA","std",62,-0.981902116451613
"11563","30","sitting","frequency","Z","NA","gyroscope","NA","NA","mean",62,-0.961177109516129
"11564","30","sitting","frequency","Z","NA","gyroscope","NA","NA","std",62,-0.95730868516129
"11565","30","sitting","frequency","Z","body","accelerometer","NA","NA","mean",62,-0.966274090645161
"11566","30","sitting","frequency","Z","body","accelerometer","NA","NA","std",62,-0.946203823387097
"11567","30","sitting","frequency","Z","body","accelerometer","jerk","NA","mean",62,-0.985978315322581
"11568","30","sitting","frequency","Z","body","accelerometer","jerk","NA","std",62,-0.988971211935484
"11569","30","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","mean",62,-0.973876282903226
"11570","30","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","std",62,-0.959513937258065
"11571","30","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",62,-0.991750682096774
"11572","30","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","std",62,-0.990946424516129
"11573","30","sitting","frequency",NA,"body","accelerometer","NA","magnitude","mean",62,-0.959923388064516
"11574","30","sitting","frequency",NA,"body","accelerometer","NA","magnitude","std",62,-0.943543732580645
"11575","30","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","mean",62,-0.985826330967742
"11576","30","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","std",62,-0.985294959032258
"11577","30","sitting","time","X","NA","gyroscope","NA","NA","mean",62,-0.0358426482048387
"11578","30","sitting","time","X","NA","gyroscope","NA","NA","std",62,-0.988132669516129
"11579","30","sitting","time","X","NA","gyroscope","jerk","NA","mean",62,-0.095270767516129
"11580","30","sitting","time","X","NA","gyroscope","jerk","NA","std",62,-0.993868545483871
"11581","30","sitting","time","X","body","accelerometer","NA","NA","mean",62,0.268336081379032
"11582","30","sitting","time","X","body","accelerometer","NA","NA","std",62,-0.983622744193548
"11583","30","sitting","time","X","body","accelerometer","jerk","NA","mean",62,0.0760057731790323
"11584","30","sitting","time","X","body","accelerometer","jerk","NA","std",62,-0.988864577419355
"11585","30","sitting","time","X","gravity","accelerometer","NA","NA","mean",62,0.825473836935484
"11586","30","sitting","time","X","gravity","accelerometer","NA","NA","std",62,-0.978364712258065
"11587","30","sitting","time","Y","NA","gyroscope","NA","NA","mean",62,-0.074353558416129
"11588","30","sitting","time","Y","NA","gyroscope","NA","NA","std",62,-0.976477561935484
"11589","30","sitting","time","Y","NA","gyroscope","jerk","NA","mean",62,-0.0407930587264516
"11590","30","sitting","time","Y","NA","gyroscope","jerk","NA","std",62,-0.992491322903226
"11591","30","sitting","time","Y","body","accelerometer","NA","NA","mean",62,-0.00804731295322581
"11592","30","sitting","time","Y","body","accelerometer","NA","NA","std",62,-0.937857000806452
"11593","30","sitting","time","Y","body","accelerometer","jerk","NA","mean",62,0.00975692523887097
"11594","30","sitting","time","Y","body","accelerometer","jerk","NA","std",62,-0.980420928387097
"11595","30","sitting","time","Y","gravity","accelerometer","NA","NA","mean",62,0.114588392624871
"11596","30","sitting","time","Y","gravity","accelerometer","NA","NA","std",62,-0.959361306774194
"11597","30","sitting","time","Z","NA","gyroscope","NA","NA","mean",62,0.0702002598387097
"11598","30","sitting","time","Z","NA","gyroscope","NA","NA","std",62,-0.955053200806452
"11599","30","sitting","time","Z","NA","gyroscope","jerk","NA","mean",62,-0.0488204595806452
"11600","30","sitting","time","Z","NA","gyroscope","jerk","NA","std",62,-0.988124495645161
"11601","30","sitting","time","Z","body","accelerometer","NA","NA","mean",62,-0.099515446133871
"11602","30","sitting","time","Z","body","accelerometer","NA","NA","std",62,-0.950654041290323
"11603","30","sitting","time","Z","body","accelerometer","jerk","NA","mean",62,-0.00278161828080645
"11604","30","sitting","time","Z","body","accelerometer","jerk","NA","std",62,-0.988164381290323
"11605","30","sitting","time","Z","gravity","accelerometer","NA","NA","mean",62,0.34476602
"11606","30","sitting","time","Z","gravity","accelerometer","NA","NA","std",62,-0.956635663064516
"11607","30","sitting","time",NA,"NA","gyroscope","NA","magnitude","mean",62,-0.955847323870968
"11608","30","sitting","time",NA,"NA","gyroscope","NA","magnitude","std",62,-0.960641288225806
"11609","30","sitting","time",NA,"NA","gyroscope","jerk","magnitude","mean",62,-0.993737388225806
"11610","30","sitting","time",NA,"NA","gyroscope","jerk","magnitude","std",62,-0.991280225
"11611","30","sitting","time",NA,"body","accelerometer","NA","magnitude","mean",62,-0.957487221451613
"11612","30","sitting","time",NA,"body","accelerometer","NA","magnitude","std",62,-0.942901466612903
"11613","30","sitting","time",NA,"body","accelerometer","jerk","magnitude","mean",62,-0.987799055645161
"11614","30","sitting","time",NA,"body","accelerometer","jerk","magnitude","std",62,-0.98605764
"11615","30","sitting","time",NA,"gravity","accelerometer","NA","magnitude","mean",62,-0.957487221451613
"11616","30","sitting","time",NA,"gravity","accelerometer","NA","magnitude","std",62,-0.942901466612903
"11617","30","standing","frequency","X","NA","gyroscope","NA","NA","mean",59,-0.915742855084746
"11618","30","standing","frequency","X","NA","gyroscope","NA","NA","std",59,-0.911718163220339
"11619","30","standing","frequency","X","body","accelerometer","NA","NA","mean",59,-0.972014050847458
"11620","30","standing","frequency","X","body","accelerometer","NA","NA","std",59,-0.980426575762712
"11621","30","standing","frequency","X","body","accelerometer","jerk","NA","mean",59,-0.967857589322034
"11622","30","standing","frequency","X","body","accelerometer","jerk","NA","std",59,-0.972216728644068
"11623","30","standing","frequency","Y","NA","gyroscope","NA","NA","mean",59,-0.945628836949153
"11624","30","standing","frequency","Y","NA","gyroscope","NA","NA","std",59,-0.939469774067797
"11625","30","standing","frequency","Y","body","accelerometer","NA","NA","mean",59,-0.919475121186441
"11626","30","standing","frequency","Y","body","accelerometer","NA","NA","std",59,-0.885572781694915
"11627","30","standing","frequency","Y","body","accelerometer","jerk","NA","mean",59,-0.957434887457627
"11628","30","standing","frequency","Y","body","accelerometer","jerk","NA","std",59,-0.960442360508475
"11629","30","standing","frequency","Z","NA","gyroscope","NA","NA","mean",59,-0.937798124576271
"11630","30","standing","frequency","Z","NA","gyroscope","NA","NA","std",59,-0.935176884915254
"11631","30","standing","frequency","Z","body","accelerometer","NA","NA","mean",59,-0.938089774915254
"11632","30","standing","frequency","Z","body","accelerometer","NA","NA","std",59,-0.907286793050847
"11633","30","standing","frequency","Z","body","accelerometer","jerk","NA","mean",59,-0.962892627966102
"11634","30","standing","frequency","Z","body","accelerometer","jerk","NA","std",59,-0.973954338305085
"11635","30","standing","frequency",NA,"NA","gyroscope","NA","magnitude","mean",59,-0.917449417288136
"11636","30","standing","frequency",NA,"NA","gyroscope","NA","magnitude","std",59,-0.888872227966102
"11637","30","standing","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",59,-0.959242165084746
"11638","30","standing","frequency",NA,"NA","gyroscope","jerk","magnitude","std",59,-0.955008564237288
"11639","30","standing","frequency",NA,"body","accelerometer","NA","magnitude","mean",59,-0.932047450677966
"11640","30","standing","frequency",NA,"body","accelerometer","NA","magnitude","std",59,-0.921733233050847
"11641","30","standing","frequency",NA,"body","accelerometer","jerk","magnitude","mean",59,-0.953357615932203
"11642","30","standing","frequency",NA,"body","accelerometer","jerk","magnitude","std",59,-0.946639846949153
"11643","30","standing","time","X","NA","gyroscope","NA","NA","mean",59,-0.027613853538983
"11644","30","standing","time","X","NA","gyroscope","NA","NA","std",59,-0.911408517966102
"11645","30","standing","time","X","NA","gyroscope","jerk","NA","mean",59,-0.0997160228220339
"11646","30","standing","time","X","NA","gyroscope","jerk","NA","std",59,-0.960119074237288
"11647","30","standing","time","X","body","accelerometer","NA","NA","mean",59,0.277112699152542
"11648","30","standing","time","X","body","accelerometer","NA","NA","std",59,-0.977559426949153
"11649","30","standing","time","X","body","accelerometer","jerk","NA","mean",59,0.0752414472033898
"11650","30","standing","time","X","body","accelerometer","jerk","NA","std",59,-0.968430745254237
"11651","30","standing","time","X","gravity","accelerometer","NA","NA","mean",59,0.968556705084746
"11652","30","standing","time","X","gravity","accelerometer","NA","NA","std",59,-0.996420919152542
"11653","30","standing","time","Y","NA","gyroscope","NA","NA","mean",59,-0.0670334379830509
"11654","30","standing","time","Y","NA","gyroscope","NA","NA","std",59,-0.94070541220339
"11655","30","standing","time","Y","NA","gyroscope","jerk","NA","mean",59,-0.0437759700423729
"11656","30","standing","time","Y","NA","gyroscope","jerk","NA","std",59,-0.968135006271186
"11657","30","standing","time","Y","body","accelerometer","NA","NA","mean",59,-0.0170163887813559
"11658","30","standing","time","Y","body","accelerometer","NA","NA","std",59,-0.891654527118644
"11659","30","standing","time","Y","body","accelerometer","jerk","NA","mean",59,0.0120860416340678
"11660","30","standing","time","Y","body","accelerometer","jerk","NA","std",59,-0.957318881355932
"11661","30","standing","time","Y","gravity","accelerometer","NA","NA","mean",59,-0.100296804186441
"11662","30","standing","time","Y","gravity","accelerometer","NA","NA","std",59,-0.95814576338983
"11663","30","standing","time","Z","NA","gyroscope","NA","NA","mean",59,0.0802514754237288
"11664","30","standing","time","Z","NA","gyroscope","NA","NA","std",59,-0.93083468440678
"11665","30","standing","time","Z","NA","gyroscope","jerk","NA","mean",59,-0.0520307176474576
"11666","30","standing","time","Z","NA","gyroscope","jerk","NA","std",59,-0.970845670677966
"11667","30","standing","time","Z","body","accelerometer","NA","NA","mean",59,-0.108756209835593
"11668","30","standing","time","Z","body","accelerometer","NA","NA","std",59,-0.912850596949152
"11669","30","standing","time","Z","body","accelerometer","jerk","NA","mean",59,0.00190841458130508
"11670","30","standing","time","Z","body","accelerometer","jerk","NA","std",59,-0.968897316101695
"11671","30","standing","time","Z","gravity","accelerometer","NA","NA","mean",59,0.0243044362542373
"11672","30","standing","time","Z","gravity","accelerometer","NA","NA","std",59,-0.949207368305085
"11673","30","standing","time",NA,"NA","gyroscope","NA","magnitude","mean",59,-0.913890564915254
"11674","30","standing","time",NA,"NA","gyroscope","NA","magnitude","std",59,-0.887247636779661
"11675","30","standing","time",NA,"NA","gyroscope","jerk","magnitude","mean",59,-0.972995273898305
"11676","30","standing","time",NA,"NA","gyroscope","jerk","magnitude","std",59,-0.955995671864407
"11677","30","standing","time",NA,"body","accelerometer","NA","magnitude","mean",59,-0.930573574915254
"11678","30","standing","time",NA,"body","accelerometer","NA","magnitude","std",59,-0.916570441355932
"11679","30","standing","time",NA,"body","accelerometer","jerk","magnitude","mean",59,-0.971225190169491
"11680","30","standing","time",NA,"body","accelerometer","jerk","magnitude","std",59,-0.950762271186441
"11681","30","standing","time",NA,"gravity","accelerometer","NA","magnitude","mean",59,-0.930573574915254
"11682","30","standing","time",NA,"gravity","accelerometer","NA","magnitude","std",59,-0.916570441355932
"11683","30","walking","frequency","X","NA","gyroscope","NA","NA","mean",65,-0.374440300461538
"11684","30","walking","frequency","X","NA","gyroscope","NA","NA","std",65,-0.399032346
"11685","30","walking","frequency","X","body","accelerometer","NA","NA","mean",65,-0.351402910907692
"11686","30","walking","frequency","X","body","accelerometer","NA","NA","std",65,-0.344928112461538
"11687","30","walking","frequency","X","body","accelerometer","jerk","NA","mean",65,-0.389595631107692
"11688","30","walking","frequency","X","body","accelerometer","jerk","NA","std",65,-0.415135398
"11689","30","walking","frequency","Y","NA","gyroscope","NA","NA","mean",65,-0.175900924040154
